---||Bengaluru||Students work towards a greener future at this city college||City-based Mount Carmel College (Autonomous) is inching towards a greener future. It was recently recognised as the Green Champion for Bengaluru Urban District and has bagged other laurels for its eco-friendly initiatives, too. Speaking about the college's consistent efforts, Dr Helen Rosalene, associate professor and head, Department of Environmental Science that is also involved in the green audit says, "Since it is a zero-waste college, we are trying to manage our solid waste and waste water management. The college has an internal environment auditing process and a dedicated environmental policy with clear objectives in place." Here's how the college is making its campus greener... Recycling and minimising non-recyclable refuseFrom rainwater harvesting, saying no to plastic bottled water on campus to sewage treatment plants, the college is consciously trying to amp its efforts in being a zero-waste college. "We wanted to be a zero waste institution and we were looking at how to re-use our waste water. We have sewage treatment plants (capacity 150 kilo litres per day) that treat the entire college water which is used for tertiary purposes such as landscaping, toilet flushing, driveway cleaning etc.," informs Dr Rosalene. A canteen that minimises wasteThe college has set up a token system where the student has to pay for the plate in advance and when they return the plate, they get their money back. "Food cannot be taken out from the canteen and we do not sell bottled water. This has reduced plastic waste and the issue of canteen waste as well," informs Dr Rosalene. To promote the RO water tanks, the quality of the water is monitored and checked by the in-house testing lab and displayed for everyone. Spreading awareness among studentsIn a bid to create awareness and get students to think about the environment, the college has been conducting activities round the year. "The department conducts seed-ball making activities, outreach programs, webinars and awareness projects," says Vaishnavi Anand who adds that one such competition inspired her recent research work done on affordable organic sanitary napkin. "Named Twacha, it has qualified in the top 127 projects in the national innovation contest conducted by MHRD and NIC. I have also applied for provisional specification of the patent," adds Vaishnavi. Putting waste to good use...The college has vermicomposting maintained by Life Science department and has invested in a thermophillic organic waste converter, too. Dr Rosalene says, "The solid waste generated on campus is segregated. During the peak time, the campus generates about 75 kg to 125 kg of food waste received from the canteen, hostel and other eateries and leaf litter from the campus amounts to around 50-150 kg. The food waste is checked for hard bones or plastic spoons, which is added into the Thermophilic organic waste convertor along with these leaves (which are washed to remove the grit) to the solid waste convertor and the compost is ready in 48 hours. The organic content is tested in the environmental science laboratory and later on packed and sold at Rs. 25 per kg to the students, staff and public. Organic compost is used for the campus and for the vegetable garden behind the campus. The remaining is sent to different organisations." At Mount Carmel College (Autonomous)...- Department of Environmental science and electronics have a collection point for e-waste. - The institution avoids using posters for campaign of election. - College culturals ban the use of styrofoam and other plastic packaging material.||http://timesofindia.indiatimes.com//city/bengaluru/students-work-towards-a-greener-future-at-this-city-college/articleshow/85398606.cms||Joyeeta Chakravorty
---||Delhi||Delhi traffic cops identify 24 locations where autos can legally halt and park on roads||NEW DELHI: In order to prevent the unregulated parking of autorickshaws from becoming an impediment in the flow of traffic in the capital and for the safety of road users, Delhi traffic police issued a notification on Tuesday identified 24 locations in the city where autos can legally halt and park on the roads. “The 24 locations specified will be known as ‘Autorickshaw Halt and Go’ stands and will be sites where five autorickshaws may halt and park at a time,” the notification issued by Satyawan Gautam, DCP (traffic modernisation), stated. The notice further said that the notifying authority reserved the right to subsequently cancel the notification in public interest. No permanent/semi-permanent structure and water, electricity and telephone connections will be allowed on these sites, the notification added. Some of the 24 locations are in Wazirabad, Shastri Park, ISBT, Anand Vihar, Najafgarh Road, Punjabi Bagh, Mayapuri Ring Road, Uttam Nagar, Vasant Vihar, Kalkaji, Mehrauli-Badarpur Road and Kalindi Kunj. According to the notice, the road-maintaining agency concerned would erect the signboards indicating the halt-and-go points for the autos at the locations specified in the schedule annexed with this notification for the guidance and convenience of road users and the general public. This order will also be published in the official gazette for the information of the general public and copies will also be fixed on the notice boards of the office of all districts deputy commissioners of police and police stations in Delhi. Usually three wheelers in the city park outside Delhi Metro stations or remain close to the bus stands, causing obstructions in the smooth movement of traffic. With the designated spots for them to halt and the number of the autos thus controlled, traffic movement may be streamlined.||http://timesofindia.indiatimes.com//city/delhi/traffic-cops-identify-24-locations-where-autos-can-legally-halt-and-park-on-roads/articleshow/85413910.cms||---
---||Delhi||Centre: Up to Delhi govt to move SC/NGT over ban on old vehicles||New Delhi: The Delhi government can now approach the National Green Tribunal (NGT) or the Supreme Court to seek review of the decision on the ban on plying of more than 10 years’ old diesel and over 15 years’ old petrol vehicles on roads, the Union transport ministry has said.Responding to question from TOI whether the central government would approach the NGT or the Supreme Court for review of the order since the Union transport ministry’s policy has linked scrapping to vehicle fitness and not age, Union minister Nitin Gadkari said, “The National Green Tribunal has passed the order and legally it’s binding on the Delhi government. If they want they can now approach the NGT and refer to the new vehicle scrapping policy for seeking review of the decision.”Sources said a review petition filed by the Union road transport ministry a few years back is still pending.Gadkari said the Supreme Court and other courts have been showing concern about the air pollution across different cities and there is a need to put checks on all types of pollution that are posing greater challenges for sustainability. “I don’t need to tell anyone about air pollution to people living in Delhi. The vehicle scrapping policy will help clean our air,” the minister added.||http://timesofindia.indiatimes.com//city/delhi/centre-up-to-delhi-govt-to-move-sc/ngt-over-ban-on-old-vehicles/articleshow/85413866.cms||---
---||Mumbai||85,000 self-test kits used in Maharashtra since June: Officials||PUNE: Maharashtra health officials say nearly 85,010 self-test kits have been used in the state from June to mid-August for the confirmation of Covid positivity. The data on the use of the Mylab test kits (Coviself) were uploaded on the Indian Council of Medical Research (ICMR) web portal, as the company was considered as a laboratory and mandated the task of records update, like other laboratories. “Of the people who used the self-test kits in the state, 3,656 users (4.2%) tested Covid positive and the local authorities took follow-up actions through the ICMR portal,” a senior state health official said on Tuesday. As the number of Covid has started declining in the state, the demand for the self-test kits has also come down from what it was in June, a public health department official said. The state public health portal has marked self-test kits under the “laboratory” segment. “The onus is on the company to upload the test data on the ICMR portal that gets segregated state and district-wise data,” the official said. A Mylab official said response to the self-test kits was encouraging across the country. An ICMR official three such kits — CoviSelf from Maharashtra-based Mylab, Panbio Covid-19 test from US-based Abbott and Gujarat-based Meril Diagnostics’s CoviFind self-test kit — have so far been approved and more are in the pipeline. “The response to such kits may be a little low now, as the number of Covid cases are low. But these kits are handy when the laboratories are overwhelmed, particularly when the Covid cases surge. Each state has been told to keep a tab on the use of the self-test kits and uploading of the data on the portal,” the official said.||http://timesofindia.indiatimes.com//city/mumbai/officials-85k-self-test-kits-used-in-maharashtra-since-june/articleshow/85413936.cms||Nisha Nambiar
---||Vijayawada||3, including minors, arrested||Visakhapatnam: Vizianagaram police arrested a three-member gang, including two juveniles, for stealing computers, CPUs, and printers from government offices at Nellimarla in the district. Police said T Sai Kumar, a native of Vizianagaram Town, along with two juveniles, stole electronic devices from government offices. Recently, the police had arrested one person for attempting to sell a stolen mobile phone on OLX. Probe into this case led to the arrest of Sai Kumar. TNN||http://timesofindia.indiatimes.com//city/vijayawada/3-including-minors-arrested/articleshow/85411177.cms||टाइम्स न्यूज़ नेटवर्क
---||Delhi||Chirag Dilli model stretch on fast track; Sisodia and Jain take stock||New Delhi: Deputy chief minister Manish Sisodia and PWD minister Satyendar Jain visited the model stretch redeveloped on Lal Bahadur Shastri Marg in Chirag Dill on Tuesday. The stretch, with features like bicycle tracks, greenery, selfie points and statues, was inspected by chief minister Arvind Kejriwal on August 14. PWD plans to replicate the redevelopment in 11 corridors with an approximate 540km length. Jain and Sisodia held discussions with officials regarding how the redevelopment model could be replicated across Delhi. A government official said Delhi government was undertaking projects for streetscaping and beautification of 540km roads around Delhi in phase one to bring them on par with European models. “We will change the face of the national capital,” Jain said. “This beautiful stretch will now serve as an example, which will be replicated across Delhi. High quality, beautiful roads, and public spaces are the essences of a world-class city,” Sisodia said, adding that PWD had done an admirable work on this stretch and now should work on implementing the same across the city with innovative and unique redesigning. PWD officials said there was sufficient room for planters, while two statues of Bhagat Singh and Rani Laxmi Bai had been installed on the roadside. In addition, two fountains, artwork on the fob, 10 sandstone benches, marble Buddha statue, information boards, and sandstone artwork had been incorporated in the pilot project. A cycle track and footpath have also been built on one side of the road. An official said 11,000 litres irrigation tanks had been developed along the stretch to maintain the three-tier greenery, while seating arrangements had been provided at regular intervals to make it pedestrian-friendly.||http://timesofindia.indiatimes.com//city/delhi/chirag-dilli-model-stretch-on-fast-track-sisodia-and-jain-take-stock/articleshow/85413895.cms||---
---||Pune||Pune: Mobile shop owner duped of Rs 20 lakh in Pimpri||PUNE: A mobile phone shopowner was duped of Rs20.35 lakh by a man who promised to supply him handsets. As per the FIR lodged with the police on Monday, the complainant, who owns a shop at Shagun Chowk in Pimpri, paid the suspect varying amounts between June and July for 183 mobile phones and also gave him his credit card. According to the police, the suspect in December last year visited the complainant’s shop claiming to be the authorised representative of mobile phone manufacturing companies. “The complainant placed an order for 184 smartphones for a total of Rs 14.2 lakh of which he paid Rs 4.2lakh,” said the officer. When the suspect demanded the remaining amount, the shopowner gave him his credit card. “The suspect used the credit card to purchases of Rs 10 lakh from mobile phone dealers in Aurangabad,” the officer said.  “The complainant gave him Rs 6.15 lakh more for ‘consignment’ and other charges,” the officer said. When the suspect started avoiding phone calls and threatened the shopowner, he approached the police.||http://timesofindia.indiatimes.com//city/pune/mobile-shop-owner-duped-of-rs20l/articleshow/85411164.cms||Mihir Tanksale
---||Mumbai||Mumbai: Bring back LPG subsidy, say pandemic-hit poor||MUMBAI: Low-income group families in Mumbai are suffering in the absence of LPG subsidy amid the Covid-19 pandemic for over a year. Members of many of these families work as maids, cooks, peons and drivers, and they are finding it difficult to make ends meet. Some have lost jobs and switched to selling vegetables while others have faced pay cuts in their jobs, and the removal of gas subsidy has come as a jolt to them. The cost of a 14.2kg gas cylinder in Mumbai on Tuesday was Rs 834.50. Lata Mahendra, who works as a maid in Chembur, said: “It is frustrating that in these trying times, I am not getting the subsidy amount credited to my bank account. I have to pay full price for an LPG cylinder which is essential for cooking at home.” Many like her have started conserving gas to extend the use of a single cylinder to two to three months instead of one. Some have stopped taking LPG and moved to kerosene stoves. Sangita Surve, who works as a cook, said: “We have expenses mounting during the pandemic and the subsidy helped us save at least Rs 400-500 per cylinder every month. The transportation costs went up as local trains were shut and many like us had to spend a lot on public transport to reach our workplace.” Her husband is unemployed while her son works in a private firm but does not earn much. Another maid working in Mulund, requesting anonymity, said that the government should have considered the plight of the low-income groups in cities on “humanitarian grounds” and continued the subsidy. According to sources in oil marketing companies, the subsidies were discontinued by the government in metro and major cities but are being given only in a few remote and interior areas in the country. The sources said that since June 2020, the government has not been depositing the subsidy in bank accounts. This is because of fluctuations in global oil prices last year, due to which the price of gas without subsidy was almost close to the price at which the subsidy was given, said sources. Citizens pointed out that prices had increased drastically in a year, from crossing Rs 600 mark in November to over Rs 700 in February and crossing Rs 800 mark in May. It was heading towards the Rs 1000 mark, and so there was an urgent need for subsidy, said many people.||http://timesofindia.indiatimes.com//city/mumbai/mumbai-bring-back-lpg-subsidy-say-pandemic-hit-poor/articleshow/85415642.cms||Somit Sen
---||Allahabad||Uttar Pradesh Board may conduct classes 10, 12 exams in last week of March||PRAYAGRAJ: The authorities of UP Board have proposed conducting the next high school and intermediate examinations in the last week of March 2022. This proposal was made keeping in mind the UP Assembly elections which are expected to be held in the first half of next year. As per the academic calendar of 2021-22 released by the secretary of UP Board, Divyakant Shukla, students of classes X and XII will have to take practical examinations thrice this year. In view of the difficulties experienced in preparing the results amid the pandemic, many important changes have been made this time in home exams as well as board exams. As per the academic calendar announced by the board, students of classes X and XII will have to appear in half-yearly practical exams in the second week of November 2021, followed by pre-board practical exams between January 24 and January 31, and final practical exams in the fourth week of February, informed UP Board secretary Divyakant Shukla. In the third week of November 2021, students of classes X and XII will have their half-yearly written exams which will be held on the basis of the syllabus fixed for teaching till November 15 in the monthly academic calendar released by the board. In the second week of December, the marks obtained by these students in the half-yearly exams will be uploaded by the respective schools on the official portal of UP Board. UP Board officials said that the entire syllabus would be completed by the teachers by adopting online as well as offline modes of teaching. Likewise, pre-board written exams of classes X and XII besides the annual home exams of classes IX and XI will be held in the first week of February 2022. The marks obtained by the students of X and XII in pre-board exams and by students of IX and XI in home annual exams will be uploaded by the respective schools on the UP Board’s portal by the third week of February 2022. For mathematics and science students, UP Board in its academic calendar has fixed two classes every week for hands-on activities and experiential learning. Two classes per week have also been earmarked in the academic calendar for life skills education.||http://timesofindia.indiatimes.com//city/allahabad/up-board-may-conduct-classes-10-12-exams-in-last-wk-of-mar/articleshow/85413920.cms||---
---||Delhi||Green ties that bind: Seed rakhis an idea that’s growing||NEW DELHI: What do you do with a rakhi tied on your wrist by a loving sister? Some of you may treasure it and retain it forever, but most of you would probably discard it in a couple of days. How about a rakhi that sprouts to new life after Raksha Bandhan? While kitschy rakhis and those bearing cartoons have always been a hit, a number of sellers are now promoting eco-friendly rakhis that spring to life after their time on the wrist is over. Though more expensive than a regular rakhi, a green one is made by weaving threads around seeds that can be planted after use. 21Fools.com, one of many platforms promoting these innovative rakhis, said these festive adornments have been made from organic cotton grown by farmers in Madhya Pradesh and Rajasthan and then naturally dyed. “Over 35 craftswomen handmade these rakhis by crocheting the dyed yarn and then embedding live seeds in them. Once the festival is over, these can be sown and grown,” explained Divyanshu Asopa, founder, 21Fools.com. Asopa said the to-be-discarded rakhi should be soaked in water first and then buried in shallow soil, taking care not to bury it too deep. “In the soil, and watered carefully, it will be a week before the seeds germinate,” added Asopa. “The rakhis are also packaged using recycled cardboard and handmade paper, making them completely biodegradable.” The adornments cost Rs 349 on the 21Fools website. IGP.com, another multi-gifting website, too has introduced seed rakhis. Fabricated in over 2,000 designs, they are priced between Rs 575 and Rs 725. Tarun Joshi, founder, IGP, said, “These are beautiful, handcrafted rakhis made from natural cotton threads with a seed incorporated in the dial of the rakhi. These plantable rakhis are the perfect way to celebrate your bond with your siblings and to celebrate Mother Nature.” Sonu Singh, a street vendor in west Delhi’s Tilak Nagar, said the eco-friendly options had been gradually gaining popularity over the years despite their higher cost. “We don’t get too many pieces, but they still sell out.” Singh said. “We have started ordering more of them because people enquire about such types of rachis. They typically sell for around Rs 250.”||http://timesofindia.indiatimes.com//city/delhi/green-ties-that-bind-seed-rakhis-an-idea-thats-growing/articleshow/85413907.cms||Jasjeev Gandhiok
---||Pune||Pune: Learner’s licence test at RTOs remains popular||PUNE: Two months after the option was introduced to get learner’s licences from the comfort of one’s home, around 1.11 lakh candidates appeared for the online test till August 10, but 2.4 lakh chose to visit the Regional Transport Offices (RTOs) to appear for the tests. “Most people don’t know about the online option. The facility has to be advertised more. Information on the ‘Parivahan’ portal is not enough, and more steps are needed,” said a department official. Officials at the Pune RTO said that while the number of people coming to take the test has reduced, but it has not stopped completely. “One of the aims was to reduce the crowd at the RTO during the pandemic. Though it is difficult to give Pune-centric figures, around 50% people are still visiting the RTO to give the test,” said an official. Transport department officials said that internet connectivity was also a big concern. “In many cases, the examinee refuses to link his/her Aadhaar card to the test. In such cases, the candidate must take the exam by coming to the office. Internet connectivity is also a major reason and many people from rural and suburban areas have no choice but to come to the RTO or camps for the tests,” the official said.||http://timesofindia.indiatimes.com//city/pune/learners-licence-test-at-rtos-remains-popular/articleshow/85411221.cms||Joy Sengupta
---||Madurai||Get Madurai AIIMS ready in 3 yrs: HC to Centre||Madurai: Taking into account that no substantial progress has been made for the establishment of the All India Institute of Medical Science (AIIMS) in Madurai, the Madras high court on Tuesday observed that it expects the Centre to take appropriate steps to establish it at the earliest, preferably within 36 months. A division bench of justice N Kirubakaran and Justice B Pugalendhi observed that progress with regard to establishment of AIIMS in Madurai is not going on at an expected speed. While the other proposals for establishments of AIIMS in various places are progressing well, substantial progress has not been made with regard to establishing AIIMS in Madurai though it was stated that the construction would be completed within 45 months. The court passed the order while disposing of a public interest litigation filed by K K Ramesh, a litigant appearing as party-in-person from Madurai seeking for a direction to the Centre to allocate sufficient funds and to speed up the construction works for the establishment of AIIMS at Madurai. The judges observed that as rightly pointed out by the petitioner, for each and every step, he (the petitioner) has to approach the court for obtaining suitable orders for establishment of AIIMS in Madurai. The judges observed that the court expects that the Centre, without waiting for court orders, would take steps to establish AIIMS at Madurai at the earliest. The judges also directed the Centre to expedite the process of appointment of project consultant for establishment of AIIMS at the earliest. Meanwhile, assistant solicitor general L Victoria Gowri appearing for the Centre, on Tuesday, informed the court that the state had earlier assured to extend support to admission of 50 students on a temporary campus in government medical colleges in Theni or Sivaganga districts. Since the state sought a specific proposal from AIIMS in this regard, AIIMS Madurai executive director Dr Mangu Hanumantha Rao had sent a communication dated August 6 to the state health secretary. The court was hearing a PIL to establish a temporary campus and to commence MBBS courses. In the communication, the executive director had stated that they would be ready to commence MBBS admissions for AIIMS Madurai, if the state provides all the required infrastructure such as academic, accommodation, recreational facilities and administrative block in either one of the suggested temporary campus, keeping in mind that the Neet exam for MBBS is to be held on September 12. Senior counsel Veera Kathiravan, appearing for the state, sought time to get the government’s response in this regard. A division bench of justice M Duraiswamy and justice K Murali Shankar directed the Centre to file a counter before the court on the communication sent by the executive director and also directed the state to file its response. The case was adjourned to September 13 for further hearing.||http://timesofindia.indiatimes.com//city/madurai/get-madurai-aiims-ready-in-3-yrs-hc-to-centre/articleshow/85411206.cms||Kaushik Kannan
---||Chandigarh||Polling for 2 constituencies today, graduates struggle to get a date||Poviet Kaur Chandigarh: Polling for constituencies of both heads and teachers of affiliated arts colleges will be held on August 18 (Wednesday) across Chandigarh and Punjab. Eight members will be elected to the Senate from each of these constituencies. While 11 candidates are in the fray from the constituency of heads of arts colleges, 15 are contesting from the constituency of teachers. Different groups have fielded their candidates from both the constituencies while some are contesting independently. Election for the graduate constituency was also supposed to take place on August 11 but the varsity deferred the elections citing unviability of polling booths and permissions from various state governments. Polling started with the constituencies of principals and staff of technical and professional colleges on August 3, followed by the staff of technical and professional colleges, professors of university teaching departments, associate/assistant professors of teaching departments, heads of affiliated art colleges and professors of affiliated art colleges, which concluded on Thursday with the announcement of results. Registered graduates constituency, which has the maximum of 3,61,869 eligible voters, was to go to polls next. Ravinder Singh Dhaliwal, one of the contestants from the registered graduates said, “The administration has always tried its best not to hold elections. It is always their agenda but we will fight to get the election done.” ‘Pol agenda behind poll delay, closed campus’ Poviet Kaur Chandigarh: Students and former senators of Panjab University have gathered in front of the VC office and are demanding that the campus be opened and elections of the Graduate Constituency be conducted. Students also pressed the demand for opening of the campus canteen, student center and hostel. Students accused the VC and DSW of making arbitrary decisions and said, “For one and a half years, the campus has been closed for students and Senate elections have been deferred three times in the past one year. While schools, colleges, other universities, cinemas and elections have been opened without restrictions across the country, the decision to shut down the PU campus and postpone Senate elections is completely baseless.” Amandeep, a member of PSU (Lalkaar), said, “the actual reason behind keeping the university closed for all students is the political agenda of RSS-BJP to centralise the university by abolishing the Senate and implementing the National Education Policy 2020, which clearly states that all decision-making bodies in universities be replaced with Board of Governance, whose members will be appointed by the Central government. This is why Senate elections are being postponed again and again.” The students also said that the governance reforms committee, which was illegally constituted, suggested that graduate constituency seats in the senate be reduced and the number of nominated members be increased, which clearly shows their agenda of either reforming the Senate to maximise BJP-RSS minded people or completely abolish it. The speakers unanimously called for announcement of a date for Senate elections of graduate constituency and reopening of the University. A memorandum was submitted by Punjab Students Union (Lalkaar) to a representative sent by University authorities on August 16. The demands included reopening of PU Campus immediately for students from all courses, reopening of hostels for all students and reopening of all canteens, Student Centre, and PU gate number 1. The protest by by graduate constituency candidates has entered the third day.||http://timesofindia.indiatimes.com//city/chandigarh/polling-for-2-constituencies-today-graduates-struggle-to-get-a-date/articleshow/85411224.cms||---
---||Mumbai||Mumbai: Petrol price steady for a month now||MUMBAI: Petrol and diesel prices in Mumbai have remained unchanged for nearly a month now. The price of a litre of petrol at the city pumps on Tuesday was Rs 107.83. Diesel prices remained unchanged at Rs 97.45 a litre. The price of these two vehicular fuels had seen substantial rise since the pandemic struck last year.||http://timesofindia.indiatimes.com//city/mumbai/mumbai-petrol-price-steady-for-a-month-now/articleshow/85415650.cms||---
---||Allahabad||Newborn dies at Kaushambi dist hospital, probe ordered||Prayagraj: Authorities of the district hospital, Manjhanpur in neighbouring Kaushambi district have initiated a probe into the death of a newborn, who died due to alleged medical negligence at the hospital on August 15. The child’s parents in their complaint submitted to the senior district health authorities on Monday, alleged that their one-day-old child was burnt on the heating pad of a warmer machine at the sick newborn care unit (SNCU) due to negligence of the health staff on duty. Chief medical superintendent (CMS) of the district hospital, Manjhanpur, Dr. Deepak Seth told TOI on Tuesday that a probe has been initiated into the allegation. “A comprehensive probe has been launched into the allegation of the parents of the child and action would be initiated against whoever is found guilty. We are recording the statements of staff on duty at the time of the incident,” he added. Reports said that Fatehpur resident Javed Ahmad had admitted his wife Mahelika for delivery at the district hospital, Manjhanpur on August 13. After the woman gave birth to a male child the same day, the doctors on duty advised the parents to keep the newborn at the warmer at the child care unit. The child was shifted to the warmer machine but died on August 15. Following the death of the child, his family members created ruckus on the hospital campus and the hospital authorities were compelled to summon police. Deputy SP (Manjhanpur) Dr. Krishna Gopal on Tuesday said, “A team of Manjhanpur police had gone to the district hospital on August 15 after the deceased child’s family members created ruckus on the hospital campus.” He added, “The family members of the newborn, however, have not submitted any complaint with the police station concerned. They have taken up the matter with the senior district hospital authorities.” Father of the deceased, Javed, has alleged that health staff on duty was negligent towards his son’s treatment and failed to maintain the temperature of the warmer, resulting in his death, he added.||http://timesofindia.indiatimes.com//city/allahabad/newborn-dies-at-kaushambi-dist-hospital-probe-ordered/articleshow/85413968.cms||---
---||Pune||PCB seeks funds from MoD for parking project||Pune: The Pune Cantonment Board recently moved a proposal to seek Rs12.5 crore from the ministry of defence to complete the 10-storey multi-level parking project on Lloyd Road near Bishop’s school. Amit Kumar, the Pune Cantonment Board’s (PCB) chief executive officer, said, “We have sought funds under the ministry’s ‘grant for creation of capital asset’ initiative.” The private agency hired to execute the project has completed civil work. But mechanical and electrical work is pending. — Sandip Dighe||http://timesofindia.indiatimes.com//city/pune/pcb-seeks-funds-from-mod-for-parking-project/articleshow/85411306.cms||Sandip Dighe
---||Mumbai||Mumbai: Mass free vaccination drive breaks Guinness world record||MUMBAI: Although the daily Covid vaccination drive has been erratic due to shortage of doses, a mass free vaccination effort in the city funded through corporate social responsibility has found its way into the Guinness World Records. As part of the record-making effort that took around seven days (August 7-14), General insurance Co, ICICI Lombard, and Surana group of hospitals got 30,467 people to sign pledges to get vaccinated. In the same time they vaccinated 32,000 people in slums of Dharavi and Worli. Dr Prince Surana from the hospital group said, “We also vaccinated 50,000 people free of cost in Koliwada, BDD Chawl and the entire Dharavi as a part of this joint initiative,” he said. They have totally given out four lakh vaccine doses so far, he added. Due to erratic vaccine supply from the Centre, BMC’s free vaccination drive has been disrupted on many days. BMC has hence told corporate houses and hospitals to take up free vaccination drives in slum pockets to accelerate the vaccination process. BMC had estimated that the private sector in Mumbai has over 10 lakh vaccine doses that were being used up slowly due to the cost involved. The effort had 60 people, including verifiers, nurses, doctors and paramedical staff. ICICI Lombard General Insurance’s Sanjeev Mantri said, “We are deeply encouraged to have got the opportunity to vaccinate more than 32,000 deserving individuals, giving them added protection against the virus. It is humbling for us that we broke the Guinness World Record milestone in the process.”||http://timesofindia.indiatimes.com//city/mumbai/mumbai-mass-free-vax-drive-breaks-guinness-world-record/articleshow/85413983.cms||---
---||Madurai||Ensure no bribes are demanded at DPCs: HC to state||Madurai: Issuing a series of directions to ensure the proper functioning of direct procurement centres (DPC) in the state, the Madras high court on Tuesday directed the government to ensure that bribes are not demanded from the farmers for procuring their paddy at the DPCs. A division bench of justice N Kirubakaran and justice B Pugalendhi observed that though the state government claims that several DPCs have been established across the state and lakhs of metric tonnes of paddy are procured from the farmers during the harvest seasons, the problems faced by the farmers during the process of procurement are not redressed properly. Hence, the judges directed the state to establish sufficient number of DPCs wherever and whenever necessary with sufficient space of storing the paddy. The government should ensure that the auto-generated token system for procuring paddy should be strictly followed. The judges directed the government to ensure that the paddy brought to DPCs are procured the same day without any delay. Steps should be taken to sensitize the farmers about the procedures followed in the DPCs for procurement of paddy. The judges directed that surprise inspections should be conducted at the DPCs periodically. Departmental and criminal actions should be initiated against the erring officials. The judges also further directed to prominently exhibit the details of the authorities to whom complaints should be made at all the DPCs. Immediate action should be taken on complaints which are received from the farmers. The involvement of local traders and merchants in any manner at the DPCs should be prevented, said the judges. The court passed the order while disposing of a public interest litigation filed by advocate A P Suryaprakasam of Chennai and other connected petitions seeking to establish sufficient DPCs across the state and to take action against the erring officials who are involved in malpractices at the DPCs.||http://timesofindia.indiatimes.com//city/madurai/ensure-no-bribes-are-demanded-at-dpcs-hc-to-state/articleshow/85411677.cms||---
---||Delhi||2-day DUTA stir over dues to 12 colleges||NEW DELHI: Delhi University Teachers’ Association (DUTA) is holding a two-day strike from Tuesday in solidarity with the teachers of the 12 DU colleges fully funded by Delhi government. “Even as the news of release of grants-in-aid poured in early in the day, DUTA has decided to continue with the action programme and teachers boycotted classes across colleges,” said DU Teachers’ Association president Rajib Ray. Times ViewNon-payment of salaries for several months in 12 DU colleges is a matter of concern. Payment of salaries should be a priority for any government.The second instalment of the grants-in-aid released on Tuesday, he claimed, is highly insufficient. “DUTA finds it is extremely unfortunate that it takes protests to get salaries. All dues of employees remain pending, including against medical bills and salaries of ad hoc teachers,” he added. In the online protest meeting organised from 11am to 2pm, teachers shared how employees are forced to take loans constantly because of these delays and are living in constant stress. They demanded that the 12 college should be taken over by University Grants Commission to end this repeated crisis. The negligent attitude of the Delhi government towards timely release of grants has had a detrimental effect on the academic functioning and has caused immense hardship in these difficult times of the pandemic, said Ray.||http://timesofindia.indiatimes.com//city/delhi/2-day-duta-stir-over-dues-to-12-colleges/articleshow/85413945.cms||---
---||Lucknow||For city students with study abroad dream, Arizona Univ is the top choice||Lucknow: Ranked among most innovative universities in the world, the Arizona State University in the United States seems to be the first choice of city students aspiring to go abroad for higher education. At least a dozen students from the city have applied for the admission to various undergraduate courses at the University. While a number of them have already left for US to pursue an undergraduate course of their choice, many students have opted to join the university in January. Not just good academic environment, Arizona offers availability of Indian restaurants and worship places, said a student claiming he was looking forward to a home-like environment away from home. Bachelor in Computer Science and Biological Science are amongst the most preferred courses at the university. “A majority of students prefer Arizona University as it offers generous scholarships, figures in top universities offering bachelor courses, especially in engineering, medical sciences and computer sciences,” said Ishan Rai who will be joining the University in the spring semester (semester starts in January and ends in May) on January 10. “There were three reasons why I opted for Arizona. First it is amongst the top institutions offering computers sciences. Secondly, they offer generous scholarship and lastly the weather conditions there are favourable to Indians. I had also made it to Toronto University but Canada’s chilling weather conditions is a complete contrast to the Indian weather conditions,” said Anand Krishna Mishra, who has reached the US to pursue Bachelor in Computer Science. “For Indian students it is the most preferred university as quality education is imparted at an affordable price here,” said Vansh who has opted for Bachelor in Computer Science. He said one can easily get Indian food with a number of restaurants available. It also offers great cultural exchange as students from across the globe study at the same place. Another Lucknow resident, Priyanshi Kishore has also opted to study Bachelor in Medical Sciences at the university and has already left the country to join the course.||http://timesofindia.indiatimes.com//city/lucknow/for-city-students-with-study-abroad-dream-arizona-univ-is-the-top-choice/articleshow/85415154.cms||---
---||Pune||BJP worker’s ‘PM Narendra Modi temple’ in Pune draws flak from opposition parties||PUNE: A “temple of Prime Minister Narendra Modi” built in the Aundh area was inaugurated on Independence Day, after BJP worker Mayur Munde conceived the idea. “I have built this temple as a mark of respect to the Prime Minister. His works are an inspiration for me,” said Munde, a real estate worker. The 6ft x 2.5ft x 7.5 ft roadside temple been built in a “private place and with private funds” has been drawing the attention of passers-by. Around Rs1.5 lakh has been spent on the initiative. The temple material – red stone and marble -- was brought from Jaipur. Toughened glass had been fitted to the structure for its security, Munde said. The opposition parties criticised the move. “It is a height of fanaticism. On the one hand, BJP is removing names of former Prime Ministers from schemes and on the other, its workers are building temples of its leaders,” said Congress spokesperson Anant Gadgil. The Nationalist Congress Party (NCP) also expressed its displeasure over the project. “Every individual has the right to follow his/her school of thoughts. But this type of initiatives of building temple of individual leaders will give a wrong message to society. The socio-cultural tradition of Pune city has never tolerated such undue glorification of individuals,” said Prashant Jagtap, the city unit chief of NCP.||http://timesofindia.indiatimes.com//city/pune/bjp-workers-modi-temple-draws-flak-from-opposition-parties/articleshow/85411275.cms||Shyam Sonar
