username,bio,category,
sikh_coalition,The Sikh Coalition is a community-based organization that works towards the realization of civil and human rights for all people.,
scroll_in,Quality journalism isn't cheap. Support https://t.co/dDlzkWD5yp.  Here's how https://t.co/nJZ81DnHvp,media
bbcnewspunjabi,Bringing you the best journalism and digital content from the BBC in Punjabi,media
IndiaAheadNews,Digital and Mobile platform for discovering and sharing news on the go.,media
IndiaTVHindi,"हिंदी हैं  हम, हर खबर एक क्लिक पर https://t.co/6dIPrXIpfm FB: https://t.co/RI2uhSN2JL",media
CNNnews18,"Official Twitter account of CNN-News18. Lightning fast alerts, #BreakingNews from India and the world.   Telegram : https://t.co/2gZo0E22w9",media
JagranEnglish,Jagran English the new age Trending News site. Check out https://t.co/4HemovVozJ for all latest & top trends across globe    Instagram: https://t.co/8qa8kxEZGx,media
TV9Bharatvarsh,"Official handle of National Hindi News Channel TV9 भारतवर्ष. टेलीग्राम पर जुड़ें हमारे साथ,पाएं सबसे तेज न्यूज़ अपडेट  https://t.co/cU310bkH0f…",media
thatsTamil,ஒன்இந்தியா https://t.co/AGTSy6XrOS #தமிழ் இணையத்தளத்தின் அதிகாரப்பூர்வ பக்கம். Follow latest news here https://t.co/boA5rOZxGG,media
navjivanindia,"नवजीवन का मकसद साफ-सुथरी पत्रकारिता के साथ ही लोकतांत्रिक मूल्यों की रक्षा करना, लोगों की आवाज को जगह देना और अभिव्यक्ति की स्वतंत्रता को सुनिश्चित करना है।",
Chhotu_Vasava,MLA -Jhagadia Assembly Constituency- Gujarat-Since1990 @BTP_India Farmer 🌾प्रकृतिवादी🏹 #BhilTribe  ★Mob +917069350365,btp
ashutosh83B,"Co-founder - https://t.co/X3xMEOmVcS, Columnist, Author; Views personal, Retweets not endorsement.",
MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,media
aviksahaindia,National President @_JaiKisanAndolan | Secretary @aikscc | Lawyer | Farmer Activist | Founder member @Swaraj_Abhiyan | Member @_SwarajIndia |,union/activist
NewsNationTV,Latest and Breaking news alerts from India and the world. Retweets are not endorsements.  Youtube - https://t.co/YncZ1EsHNo Website - https://t.co/juUtPnbfic,media
prajavani,Most Trusted Prajavani Kannada daily | ಅತ್ಯಂತ ವಿಶ್ವಾಸಾರ್ಹ ಕನ್ನಡ ದಿನ ಪತ್ರಿಕೆ,media
BoltaHindustan,"A popular Hindi News Portal-  ◆ We Claim to raise the voice of people,   ◆ We train to question Authorities & Govts  ◆ We aim to improve standard of Journalism",media
AShukkla,Rural Journalist. Ex Associate Editor @GaonConnection Passionate about issues related to #Agriculture #Farmers #RuralIndia  ashukla282@gmail.com,media
tv9kannada,News & Infotainment https://t.co/0XTzDqcTMg https://t.co/TNqdClCt5r…,media
tncpim,"Official Twitter Account of CPI(M), Tamilnadu State Committee",cpim
BoomFactsHindi,"आई.ऍफ़.सी.एन प्रमाणित, तथ्यों से प्रेरित पत्रकारिता | भारत का पहला स्वतंत्र ऑनलाइन रिसोर्स जो जांच करता है अफ़वाहों और फ़ेक न्यूज़ की | #FakeNews #FactCheck #Facts",media
saahilmenghani,"Independent Journalist || Head, The Wire's Fact Check Unit  ||  Contributor - UK's Channel 4, & Norway's NRK TV || Over the years- YKA, ToI & News Anchor at CNN",media
the_hindu,News feeds from India's National Newspaper,media
EconomicTimes,India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product https://t.co/znMsuw7b49,media
ZeeNews,"ज़ी न्‍यूज हिंदी भाषी पाठकों के लिए पेश करता है बेहद सटीक, ताजा एवं विश्‍वसनीय खबरें।  Subscribe our telegram - https://t.co/976pO5gjgS",media
NH_India,"National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",media
NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,media
LambaAlka,"Daughter of the Great Indian Soil, Gandhian 🇮🇳🙏.",congress
AsianetNewsSN,"ಕನ್ನಡದ ಜನಪ್ರಿಯ ಚಾನೆಲ್- ಕರ್ನಾಟಕ, ದೇಶ, ವಿದೇಶದ ಲೇಟೆಸ್ಟ್ ಸುದ್ದಿಗಳಿಗೆ ಏಕೈಕ ತಾಣ. ಭಾರತದ ನಂ.1 ಪ್ರಾದೇಶಿಕ ಸುದ್ದಿ ಜಾಲ, ಏಷ್ಯಾನೆಟ್ ನ್ಯೂಸ್‌‌ನ ಅಂಗ.",media
Zee24Kalak,"Gujarat’s No.01 News Channel serving Authentic, accurate and factual news round the clock!  https://t.co/chVxwHl6wg",media
bsindia,"Latest news on the economy, companies, markets, politics and technology from India's leading business daily.",media
ZeeNewsEnglish,https://t.co/lEQgCckyM5 brings you the latest news with 360 degree coverage across genres  Instagram: https://t.co/CZ1MfoF4fc,media
dna,"Follow us for news, photos, videos and the latest trends from India and around the world.",media
IndianExpress,"The Indian Express brings to you latest news from India and the world, breaking round the clock. On telegram: https://t.co/O25yz93Nco",media
lokmat,महाराष्ट्र आणि गोव्यातील नं. १ वृत्तपत्र On a mission to enrich lives by informing & educating by publishing on broadcast & digital. https://t.co/fo3PNUDKYk,media
ians_india,India's largest independent News Agency,media
TOIIndiaNews,Latest news from all over the country brought to by India’s No.1 digital news destination https://t.co/VSKi1mkZBr,media
republic,Official handle of the Republic Media Network. DIGITAL. TV. MEDIA | Subscribe to Telegram here - https://t.co/CWl0t6nwJ6,media
thewire_in,"India's foremost independent news-site, carrying critical opinion, investigations and reportage.   Click here to support us: https://t.co/zqZwu8jH0P",media
jayapluschannel,"We deliver News and Informations sticking to our motto, 'News as it should be'... Door No 48, Jawaharlal Nehru Salai, Ekkaduthangal; Whatsapp : 7358378902",media
mataonline,No.1 Marathi News Website. Follow us for breaking news & updates. A Times Internet product.,media
TheQuint,Mobile-first digital news platform. | FOLLOW ON MESSENGER: https://t.co/MKQsXoYbbX | FOLLOW ON TELEGRAM: https://t.co/1SpK7rSx3J,media
BOOMLiveBangla,বাংলার প্রথম @factchecknet শংসায়িত তথ্য-যাচাই সাংবাদিকতা #FactCheck #FakeNews  ফেসবুক: https://t.co/WwIiCOd9LI টেলিগ্রাম: https://t.co/yBbJ8J0VA2,media
AnumaVidisha,"Veteran, @IAF_MCC, 1st Batch of Women Logistics Officers (1993-2017). Defence Analyst, लोकतंत्रजीवी, On ‘Mission जनसंवाद’ against Fake Narratives.",aap
_YogendraYadav,"Political activist, lapsed academic. Swaraj India | Swaraj Abhiyan | Jai Kisan Andolan पहले भविष्य बताता था, अब भविष्य बनाने की कोशिश करता हूं।",union/activist
LogicalIndians,"Handpicked, newsworthy stories which deserve the attention of a rational generation. https://t.co/u8aJrTvzxw",media
ndtvfeed,Latest stories from NDTV Newsroom,media
NewsroomPostCom,We share News with Views,media
NewIndianXpress,All the tweets for breaking news & views. Facebook: https://t.co/N20Grjqacf…  Telegram: https://t.co/FslwuGxou8…,media
TOIChandigarh,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,media
moneycontrolcom,"Sign up for #MCPro for the most useful insights on markets, companies and the economy. https://t.co/wm1FjFktBJ",media
RakeshTikaitBKU,"Official Twitter Handle, Farmer leader & National spokesperson of Bhartiya Kisan Union ( BKU ) @OfficialBKU",union/activist
OpIndia_com,"News and opinions website, bringing the right side of India to you.",media
LoksattaLive,Leading International Marathi News Daily. Visit us on https://t.co/k3LDMleKel & https://t.co/AJ3R7kEukH,media
Amitjanhit,|| Music Lover || Photographer || Social Activist || Tweets are personal... ||,
RLDparty,"Official Handle of Rashtriya Lok Dal, a political organization dedicated to upholding cause & ideals of Ch. Charan Singh. ख़ुशहाल किसान, समृद्ध हिंदुस्तान",rld
SikhFeminist,"A mom fighting to save my son Riaan's life, civil rights lawyer, writer, activist. Founder of @riaanresearch. Website: https://t.co/QYx1J72b9q #CureRiaan #Run4Riaan",
AbpGanga,Follow for latest news alerts from Uttar Pradesh and Uttrakhand,media
frontline_india,India's National Magazine. From @the_hindu Group of Publications.  Subscribe to Frontline https://t.co/lhP7aJZUOm  Follow us on Instagram https://t.co/lpf1keUmEN,media
prabhatkhabar,Prabhat Khabar Largest read Hindi News Daily. https://t.co/4mwiBWKMRG For Grievance related queries visit https://t.co/xu3B2SSS3u,media
IamOnir,"Filmmaker, Humanist, Gay : MyBrotherNikhil, BasEkPal, SorryBhai, IAm, Chauranga, Shab, KuchBheegeAlfaaz, Sama. Equal rights is nonnegotiable.",
Live_Hindustan,Hindustan (हिन्दुस्तान) is one of the largest Hindi News Paper. Latest Hindi News from around the world. Telegram: https://t.co/fsw3RAqtel,media
Akali_Dal_,"Shiromani Akali Dal | By, Of & For the People of Punjab | est. 14 Dec 1920, oldest regional Democratic party by Indians  | Philosophy: #RajNahiSewa",akali
DeccanHerald,"Bengaluru & Karnataka's leading news daily for over 73 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",media
orfonline,"Non–partisan, independent analyses on security, strategy, economy, development, energy and global governance.",media
OneindiaKannada,"News Plus. Comprehensive information in Kannada #ಕನ್ನಡ, ಕರ್ನಾಟಕದ ಆಗುಹೋಗುಗಳ ಮಾಹಿತಿ, ತಾಜಾ ಸುದ್ದಿಗಳನ್ನು ನೀಡುವ ನಂ.1 ಪೋರ್ಟಲ್ ಒನ್ಇಂಡಿಯಾ ಕನ್ನಡ",media
editorji,"Be Smart, Be Informed | Editorji is your curated short video news platform. For latest news and updates, download the Editorji app from iOS and Android stores.",media
ChitraSarwara,"Haryana Democratic Front member, Ex-Municipal Corporator. MNSS Raist. #R94. NID Graduate. Volleyballer. Tweets=personal. Rt/Follow≠Endrsmnt",congress
mssirsa,"A committed Indian Sikh to work for humanity, community and nation. Humbly and Fearlessly raising my voice on righteous issues",bjp
QuintHindi,"मीडिया से गायब मुद्दे, खबरों से गायब जानकारी, बिना मसाले का तड़का और पूरी जिम्‍मेदारी, यहां आपको सब मिलेगा.",media
arunpudur,Views Personal l RTs & Likes ≠ Endorsement,
journo_jitendra,"Journalist: Covering ‘MHA’— #InvestigativeReporting For @AmarUjalaNews //Ex- @Live_Hindustan, @DainikBhaskar, @JagranNews contact: jitendra.bhardwaj@auw.co.in",media
firstpost,"Incisive opinions, in-depth analysis and views that matter.",media
orfhindi,"सुरक्षा, रणनीति, अर्थव्यवस्था, विकास, ऊर्जा, संसाधन और ग्लोबल गवर्नेन्स पर विश्लेषण.",
PSBrarOfficial,Solicitor-at-Law England | Sr VP Punjab Rifle Shooting Association | Ex OSD to Dy CM Punjab,
barandbench,"News from Supreme Court of India, Delhi High Court, Bombay High Court, #SupremeCourtofindia, #SupremeCourt, Retweet/Follow≠Endorse Our Web=Accurate/Full info",media
awasthis,"Now with @ABPNews & Ex-@News18india / @zeenews/@Aajtak, @IndianExpress. RTs r not endorsement. On FB/ Instagram- https://t.co/Oebd726Ngg",media
SevadalPB,Official Twitter handle of Punjab Congress Sevadal. @CongressSevadal is headed by the National Chief Organiser Shri Lalji Desai.,congress
PBusiness_1,Media/News Agency,media
indiacom,"Follow https://t.co/nmmdlt6yrA for breaking news from India and around the world,  cricket updates, Bollywood gossip, travel tips and more | Zee Media",media
vishwamTOI,"Editor - Environment @timesofindia. Agriculture, Water, Climate Change, Parliament, Politics & Governance. Views expressed are personal.RTs aren’t endorsements.",media
DinakaranNews,Dinakaran- Tamil daily newspaper in India.,media
Haryana_YC,Official Twitter Handle of Haryana Youth Congress,congress
iyctripura,Official Twitter Handle of TPYC: State I/c @iy_Rajesh I IYC SM I/c North East @DrSumitDubey I  IYC SM State I/c @KaliMoumita,congress
TheDailyPioneer,Twitter account of India's leading independent right-thinking newspaper.,media
CNBC_Awaaz,India's Number One Business Channel,media
aartic02,"CHANGE' is the Goal. Social Media is my weapon. Enriching Journey with AAP National, Social Media Team. Be a part of Changing 1 Life, Its Worth it !",aap
SandipGhose,"Current-Affairs Commentator - TV, Print, On-line. Contrarian. Right not correct. Love Khakis (Chinos not Knickers). No Shakhas. Only Bars. RTs not endorsements.",media
boomlive_in,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",media
dt_next,"DT Next is the English daily from Daily Thanthi group. With a micro-focus on Chennai & TN, DT Next offers incisive coverage on politics, sports, features & ent.",media
ambkcsingh,"Former Diplomat and Strategic Affairs Expert. Retweets are not endorsements. National President, Sunehra Punjab Party",
Jansatta,Jansatta: Hindi newspaper from The Indian Express Group. https://t.co/2KMEDXiAbo,media
nagma_morarji,"Humanitarian|Feminist|GenSec @MahilaCongress Incharge J&k, Ladakh, Puducherry| VP @INCMumbai | Contested LS|ExMahaStatelevel Volleyballplayer|RajivGandhiAwardee",congress
iepunjab,"The latest news from #Punjab, #Chandigarh, #Haryana and #Himachal Pradesh by @indianexpress",media
themojostory,Multi-media content & events company led by journalist & writer Barkha Dutt,media
ZEEUPUK,"ZEE उत्तर प्रदेश-उत्तराखंड, 'खबर में रहिए' Official Twitter Account",media
RKSinhaBJP,Ex-Member of Parliament in Rajya Sabha from Bihar,bjp
FERNnews,"Non-profit explanatory & investigative journalism covering food & agriculture. See our website for details on The Dirt, a print collection of FERN's work.",bjp
gujratsamachar,The Official Gujarat Samachar (ગુજરાત સમાચાર) Twitter Account. News with the Soul For the latest updates on breaking news visit our website.,media
ThanthiTV,"Thanthi TV is a Chennai based Tamil News Channel, catering to the Tamil community around the world.",media
PTI_News,PTI !  We bring the World to you...,media
IYCWestBengal,Official Twitter handle of WBPYC। State Incharge - @deepakmishra979 & @pandey_amrish | State President - @shadabkhanIYC | SM Incharge - @nitinbatraiyc,congress
mahacpimspeak,"Official Twitter of the Communist Party of India (Marxist), Maharashtra State Committee",cpim
sunnewstamil,"Welcome to Sun News, The Tamil News Channel from Sun TV Network.",media
AshokShrivasta6,अशोक श्रीवास्तव Television Journalist Anchor & Editor Author'Narendra Modi Censored' ज़िन्दगी हर कदम इक नई जंग है,media
news7tamil,"News7Tamil, we are a Tamil News channel based in India, providing a wide array of stories ranging from politics to international affairs, business, sport etc",media
news18dotcom,"More than just news, analysis & opinion. The digital platform of @CNNnews18  We're now on Telegram: https://t.co/37wsJbmhOQ",media
JioNews,"Your one stop solution for Breaking News, Livew TV, Magazine, Newspaper & much more.",media
FactCrescendo,"An unbiased fact-checking website that is committed to bringing the fact behind every news, debunking Misinformation. https://t.co/nwL9e7P3yy",media
PTC_Network,PTC Network is world’s most popular and largest Punjabi TV Network. *OFFICIAL ACCOUNT*,media
rssurjewala,"General Secretary, Indian National Congress. Member, Congress Working Committee. ￼https://t.co/bC4e7aYFQn | https://t.co/IVnfO2PESB",congress
abpmajhatv,मराठीतील नंबर 1 ट्विटर हँडल | लेटेस्ट अपडेट्ससाठी फॉलो करा |  व्हिडीओ : https://t.co/E0Xox0Q7BE  लाईव्ह स्ट्रिमिंग : https://t.co/Y4DxgNiTlB,media
ashishdua_INC,"Secretary, AICC @INCindia @Rahulgandhi i/c @INCMaharashtra @INCMumbai. Thoughts @twitter. Retweets misunderstood endorsements,Likes may not be to liking of some",congress
CNBCTV18News,"Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow @CNBCTV18Live.  Telegram: https://t.co/OggDVMbmdE",
zeesalaamtweet,Zee Salaam is India's Number 1 Urdu News channel. you can watch Live Tv⬇️🖇️ https://t.co/XvpXAnSg33,media
GaonConnectionE,"Gaon Connection English is an initiative of Gaon Connection, India's biggest rural communication platform. Founder @neeleshmisra",media
epw_in,Economic & Political Weekly enjoys a global reputation for excellence in independent scholarship and critical inquiry. Subscribe here: https://t.co/5Hl5mVBmAg,media
foe_us,"Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.",media
DhillonVijay,"Spokesperson Haryana Pradesh Congress Committee. State President All India Professionals' Congress Haryana, Poet.",congress
SanjaySDutt,"Secretary AICC - Incharge Himachal Pradesh,  Co-ordinator Congress Legislature Party & CPA, Ex- MLC/ AICC Sec I/c TN & Puducherry  RT#Endorsement;Views=Personal",congress
Dmalikbku,National Media Incharge Bhartiya Kisan Union @OfficialBKU,union/activist
gauravbh,Senior Advocate - Supreme Court | National Spokesperson BJP| Former Hony. Secretary SCBA & Addi Advocate General UP| https://t.co/4oBoU4Mo1g…,bjp
digvijaya_28,"Ex General Secretary of All India Congress Committee , Ex CM Madhya Pradesh Ex President MPCC and Member Rajya Sabha retweets are not the endorsement!",congress
thecaravanindia,India’s finest magazine of politics and culture. https://t.co/4OaMOqjERM Hindi: https://t.co/QdFgOOwCWR @thecaravanhindi,media
Aftabnuh,"Deputy Leader of CLP (Hry), MLA Nuh - Mewat (2nd term), Member AICC|  Former V.P HPCC, Minister Hry., President DCC Mewat Nuh, Chairman Haj Committee Hry.|",congress
News9Tweets,"India's largest team of digital journalists brings you the daily news, narrative and debate.",media
ThePrintIndia,"Substance of print, Reach of digital. Also follow our other handles @ThePrintScience, @ThePrintHindi, @ThePrintOTC",media
PTTVOnlineNews,“உண்மை உடனுக்குடன்” என்ற நோக்குடன் நடப்பு செய்திகளை நடுநிலையோடு விரைந்து தரும் தமிழகத்தின் முன்னணி செய்தித் தொலைக்காட்சி. https://t.co/EUvAcP51xC…,media
DrJitendraSingh,"Union Minister of State(Ind. Charge)Science&Tech;(Ind. Charge)EarthSciences;PMO,PP/DoPT,AtomicEnergy,Space; Diabetologist,Author.Alumnus:Stanley Medical,Chennai",bjp
farmersjournal,"Ireland's largest selling farming & rural living publication | Readership: 321,400 weekly print readers on the Island of Ireland. Source: Kantar 2021 TGI Survey",
TV9Telugu,TV9 is a Telugu news channel started in January 2004 by a team of journalists.,media
imfulara,"AK's warrior, Be Silent! Let the people listen your silence. Change is Possible",
bbcnewsmarathi,"जगभरातल्या महत्त्वाच्या बातम्या, घडामोडी आणि रंजक गोष्टींचा खजिना 🌏🚨📢🗞📱📡",media
Monica_Gill1,@SHRG_NGO,
apcpim,,cpim
preeti_chobey,"Mother, Writer, Ex-Journalist, Debater, Ex- National Executive Member of @Samajwadiparty  https://t.co/To1CqMvaii",sp
MahipalMahla,Official Twitter Handle Of Mahipal Mahla.,
News18TamilNadu,"News18 Tamil Nadu, Network18 Group caters to News & information to the Tamil viewers.  Facebook: https://t.co/n3C4bWiVQo",media
IYC,The Official Twitter Account of The Youth Wing of Indian National Congress. RTs are Not Endorsements.,congress
ChitleenKSethi,Sr. Associate Editor @ThePrintIndia Punjab & Haryana Views are personal.  Earlier: https://t.co/ZFqDhFev0l  https://t.co/c3zTu4x7b6  https://t.co/xnaLidLucq,media
BritAsiaTV,"KEEP IT LOCKED! Sky TV 767, Freeview via Vision TV 264. Watch live https://t.co/9Z0C7QPP7x | info@britasia.tv for enquiries",media
JantaKaReporter,Leading the media revolution in India! Send your write ups to contact@jantakareporter.com,media
OfficialBKU,BKU is a non-political farmer's  organisation in India President @NareshTikait Spokesperson @RakeshTikaitBKU National Media Incharge @DmalikBku @SaurabhBKU,union/activist
cpimlliberation,Communist Party of India (Marxist-Leninist) Liberation | contact@cpiml.net |  Liberation (Central Organ): https://t.co/UhcMlB1omt,cpim
mumbaitak,@IndiaToday  ग्रुपच्या मराठी डिजिटल चॅनलवर आपलं स्वागत. महाराष्ट्रातील महत्वाच्या बातम्या आणि मुद्देसूद विश्लेषणासाठी फॉलो करा. https://t.co/NLvILRTWRk,media
pycpim,Official Twitter handle of Communist Party of India (Marxist) @cpimspeak-@tncpim-Puducherry. இந்திய கம்யூனிஸ்ட் கட்சி (மார்க்சிஸ்ட்) புதுச்சேரி ☭,cpim
officeofssbadal,Shiromani Akali Dal President | Member Parliament (Ferozepur) | Former Dy CM Punjab | Former Union MoS | ex MP (Faridkot) | ex MP Rajya Sabha,akali
SwarajyaMag,"A big tent for liberal right of centre discourse that reaches out, engages and caters to the new India",
newstakofficial,Official Handle Of News Tak | An India Today Group's Digital Channel | ख़बरों का बिल्कुल नया अंदाज | ताज़ा खबरों के लिए Follow करें @Newstakofficial,media
AsianetNewsBN,"এশিয়ানেট নিউজ বাংলা পশ্চিমবঙ্গে ডিজিট্যাল প্ল্যাটফর্মে খবর প্রদানকারী একটি সংবাদমাধ্যম, যা ভারতের ১ নম্বর রিজিওনাল নিউজ নেটওয়ার্ক- এশিয়ানেট নিউজ-এর অন্তর্ভুক্ত",media
TheTRCP,The Theodore Roosevelt Conservation Partnership works to guarantee all Americans quality places to hunt and fish. #OriginalConservationists #PublicLandsProud,
BaazNewsOrg,"Opinions, ideas, and original reporting for the Sikh and Punjabi diaspora. Want to submit a piece? Email submissions to editor@baaznews.org",media
SudarshanNewsTV,"Official Account of Sudarshan 24x7 National News by @SureshChavhanke, राष्ट्रवाद की बुलंद आवाज़. Show #BindasBol Support https://t.co/TrgrQIgxIp",media
apnlivehindi,हिंदी खबरों का सबसे विश्वसनीय न्यूज़ चैनल  Facebook : https://t.co/KSY0j0CyOM,media
sanjukta,"Editorial Consultant. Author. Photographer. Lawyer. @TEDFellow @TEDx speaker  Pursuing PhD in Women's Political Space, #GenderTrolling and #Hindutva Politics.",
BaaghiTV,"A digital web news network of Pakistan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV   03030204604",media
MyAnandaBazar,https://t.co/OzBlKXyIGf - India's leading Bengali news website Follow on Facebook- https://t.co/ZD55rPpQkj…,media
ttindia,"The unputdownable English newspaper of the ABP group published from Calcutta, India. Retweets are not endorsements.",media
TheCitizen_in,India's First Independent Online Daily. #TheCitizenIsYou,media
HindiNews18,सर्वश्रेष्ठ न्यूज़ चैनल की सर्वश्रेष्ठ वेबसाइट. Follow us for breaking news. देश-दुनिया की हर ख़बर यहां पर. Part of @Network18Group  Telegram: https://t.co/HyoSEgYgro,media
cpimspeak,The official Twitter handle of the Communist Party of India (Marxist),cpim
AsianetNewsEN,"Latest news, videos from India & around the world. Part of Asianet News Network. Straight, Bold & Relentless. Follow us on FB: https://t.co/9MBXcOoB6m",media
