April 28, 2020||Bengaluru||Single people make a beeline for quirky and bizarre online relationship courses in Bengaluru||Forced to remain indoors due to the ongoing lockdown, several people have taken up online courses to either upskill or follow a passion long forgotten. The result, has been a boom in online offerings varying from personal fitness training to music and theatre workshops, and skill development classes like gardening and cooking. Then there’s also the fraction of people who are keen on learning how to ace their relationship game before the lockdown ends. From getting over an ex to how to be relationship-ready before lockdown endsWhith more time on hand, a lot of the city’s singles are enrolling for courses in an effort to find a partner, at least after the lockdown. Content writer Nazia Javed* says, “I am in my late 30s. Evenings in Bengaluru were usually filled with activities with friends — be it watching a play, going to a concert or just chilling at a pub. Being alone at home during this lockdown has not been cool. It has made me realise why I should look for someone. I chose to try a course on getting over my ex, to begin with.” In the case of Ajay Krishnan*, who owns a travel start-up, friendships have been easy, but relationships have been a problem. “I find it hard to sustain a relationship, none have lasted beyond three months. With this time in hand, I decided to enroll in a course that promises to help people like me,” he reasons. ‘It’s all about introspection and growth’Priyanka Bharadwaj, who recently launched a course on learning to attract the right partner in 30 days, says, “These courses help people introspect, and, in a way, aid emotional growth. People are looking at investing time on themselves while they can. I think the lockdown has had a mixed impact on singles. While physical connection is important in dating, the lockdown actually has worked better for those who prefer to get to know someone before they meet. Participants have been finding creative ways to engage with their dates online.” (*Some names have been changed) Wanna change your relationship status? Courses promise to teach you these:  How to win your former lover back How to get over your ex How to impress on dating apps Essential oils for relationships Sun sign compatibility Relationship building after an affair||http://timesofindia.indiatimes.com//city/bengaluru/single-people-make-a-beeline-for-quirky-and-bizarre-online-relationship-courses-in-bengaluru/articleshow/75413642.cms||Sunayana Suresh
April 28, 2020||Ahmedabad||Senior Congress leader Badruddin Shaikh given a silent send off||AHMEDABAD: Senior Congress leader Badruddin Shaikh, who breathed his last on Sunday night, was given a quiet burial in the presence of his son-in-law and a few of his close workers in the wee hours of Monday morning. His wife Famida Khatun, who is on oxygen and also undergoing Covid-19 treatment at SVP Hospital, is not aware of the demise. Danilimda is one of the Covid-19 hotspots in Ahmedabad. Dariapur MLA Gyasuddin Shaikh said, “It was after the death of Badruddin that his son-in-law Samir Shaikh decided that he should be given a quiet burial as it was not possible to take the body home. He was afraid that if the burial was conducted in the morning, it would draw a big crowd, which the family wanted to avoid.” Samir, when contacted, said, “My mother-in-law is on oxygen and hence, we thought it appropriate not to inform her. I wonder when she comes out and reaches home what will be her reaction. We are also not able to figure out how we will be able to tell her.” Samir added, “On Monday, a fake video was being circulated where a lady and her daughter were going close to a dead body claiming it to be that of Shaikh. However, this video is of the day time and we had carried out the burial when the darkness was still there.” Samir said, “After Badruddin tested positive there were rumours that the entire family was positive but he and his wife tested negative and Famida’s test was performed after two days of Badruddin’s admission. She then tested positive and was admitted to the SVP Hospital.” Samir bemoaned the fact that a person like Badruddin, who was always among the people and used to run to them for any help, had to be given a silent burial.||http://timesofindia.indiatimes.com//city/ahmedabad/badruddin-shaikh-given-a-silent-send-off/articleshow/75416377.cms||---
April 28, 2020||Business||Shriram Transport Finance provides moratorium for borrowers||Chennai: Truck lender, Shriram Transport Finance has provided moratorium to its borrowers as part of its Business Continuity Plan (BCP) to mitigate the impact on its stakeholders. The Company in a statement to exchanges said, “It is closely monitoring its liquidity position and has focused on cost-rationalization and reduction of overheads to conserve its cash resources. It said it wasnt resorting to any salary cuts for its employees.The company has constituted a Quick Response Team to facilitate review of BCP, and its employees are working from home during the nation-wide lockdown.For employees, e-learning and training programs are arranged to enhance employee knowledge, efficiency and effectiveness.The Company’s IT team provides enhanced support for digital connectivity with a secured VPN connection and antivirus configuration has been done for all work from home users.Digital collections of EMIs of loans from customers are encouraged.||http://timesofindia.indiatimes.com//business/india-business/shriram-transport-finance-provides-moratorium-for-borrowers/articleshow/75413896.cms||---
April 28, 2020||Dehradun||Corbett, Rajaji to remain shut even after May 3 as per NTCA order||Dehradun: The wait of wildlife enthusiasts to visit Corbett or Rajaji tiger reserves is most likely to get prolonged as the National Tiger Conservation Authority (NTCA) has directed officials of all 50 tiger reserves across the country to suspend tourism activities until "further notice". In an order issued on April 20, the NTCA directed officials of tiger reserves to halt tourism activities as the virus has “anthropozoonotic character” which means that the disease can be transmitted from animals to humans. The directions state that the move will help in containment of coronavirus. The order, signed by the assistant inspector general (AIG) of NTCA, was sent out to the chief wildlife wardens of all tiger range states. The order reads, “In light of the extended lockdown for containment of coronavirus in the country and limited knowledge of the virus itself vis-à-vis its human community transmission besides transmission from humans to animals, it is advised to keep all tourism activities suspended in tiger reserves under your jurisdiction till further orders.” The order will hit Uttarakhand forest department severely as it may lose tourism revenue of almost Rs 1.5 crore that it earns from Corbett and Rajaji tiger reserves. Around 7,500 advance bookings of CTR have already been cancelled since March 18. “There would be economic consequences of the move but it is an important decision for safeguarding the health of wildlife. Thus, we will not be opening the tiger reserve until further orders,” Rahul, director of Corbett Tiger Reserve, told TOI. Similarly, the RTR may suffer an estimated loss of Rs 20 lakh per month due to the move. The reserve usually receives at least 10,000 visitors during peak tourist months of May, June, and December. The director of Rajaji said the order has also asked the authorities of the reserves to stay “vigilant” even though tourist activities are suspended. “The order states that there should be no let-up in protection operations to thwart any possible attempts of poaching and habitat destruction of wildlife. Therefore, we have doubled our staff and are actively patrolling the reserve now,” said Amit Verma, director of Rajaji Tiger Reserve.||http://timesofindia.indiatimes.com//city/dehradun/corbett-rajaji-to-remain-shut-even-after-may-3-as-per-ntca-order/articleshow/75415341.cms||Shivani Azad
April 28, 2020||Agra||With 12 fresh cases of Covid-19, Agra tally is 384||AGRA: At least 12 fresh cases of novel coronavirus surfaced in Agra on Wednesday, taking the district tally to 384. Out of these, five cases are relating to the family of an excise department employee who was tested positive on April 23 while one of the cases is related to a sanitation worker of SN Medical College. A vegetable wholesaler was also among them. Chief medical officer Mukesh Kumar Vats said, “All the 12 new Covid-19 patients have been shifted to an isolation ward. A team of doctors is attending to them. People are being screened in the area around their houses and the places they had visited. Their contacts are being identified. We will conduct a health checkup on all these people.” The localities from where the new cases surfaced on Monday include Namner, Bagh Mujjafar Khan, Shahganj, Belanganj, Kedar Nagar and Baluganj. According to the health department, out of the 327 cases which have surfaced in Agra, at least 104 are related to people who had attended the Tablighi Jamaat event in Delhi and their contacts. 92 cases are linked to a private hospital on the National Highway 2. Another, 25 cases are related to a private hospital in Rakabganj locality and a clinic. 58 cases are related to health care workers and their contacts. While 26 cases are linked to people who had overseas travel history and their contacts. Meanwhile, five more Covid-19 patients were declared cured of the infection and discharged from hospital. “So far 54 people have been cured of the infection and discharged from hospital. All the people who had come in contact with any Covid-19 patients are being screened. The area in the vicinity of the places where the infected people were staying is being sanitized. 14 spots have been completely neutralized. 30 active hostspots are being closely monitored. We are doing massive sampling in these areas to identify all the infected patients and send them to institutional quarantine,” the CMO said.||http://timesofindia.indiatimes.com//city/agra/with-12-fresh-cases-of-covid-19-agra-tally-is-384/articleshow/75415327.cms||---
April 28, 2020||Nagpur||Despite Covid risk, dentists handling all emergencies||Nagpur: Routine dental care has taken a hit as dentists are at the highest risk of Covid-19 virus infection because of heavy aerosol creation in all dental procedures. Yet, government and private dental hospitals and clinics continue to alleviate pain of patients reporting traumatic dental injuries and swelling due to pulpal infection (decaying tooth). Being a material driven therapy, private practitioners are feeling the heat of financial overheads which they are yet to pass on to the patients. Dentists are taking down complete patient history and details, including address and phone numbers, before attending to them. Planned surgeries and routine check-ups have been completely suspended while on-call and WhatsApp services are used before allowing patients to visit OPDs. Government Dental College and Hospital (GDCH) dean Dr Mangesh Phadnaik said that social distancing is being maintained for the first time. “Disinfectant are being sprayed in entire college and hospitals. Sanitizers have been provided everywhere. Barriers such as caps, masks, gloves are used. Patients will be screened before examination when we get thermal guns in a day or two,” he said. GDCH and other big dental hospitals have departments of surgery, paediatric dentistry, endodontics, periodontics, oral medicine, oral pathology, public health dentistry, orthodontics and oral pathology. Emergency cases of broken tooth, abscess, ulcer, swelling, white patch, mouth not opening, damaged appliance and sinus are attended at a designated area to control movement of patients. Dr Phadnaik said the area and objects touched by emergency patients are immediately sanitized. “Minor operation theatre procedures too are being done,” he said. The dean said around 80 patients are daily treated while other times the GDCH alone sees over 300 cases. He said routine dental care such as teeth profile axis, fitting new tooth, spots on tooth, alignment, planned procedures and non-emergency, denture fitting are not advisable at the moment. “Emergency X-ray is done, if needed,” he said. Besides GDCH, dental OPD is running at IGGMCH while a couple of private hospitals are functioning with limited staff for emergencies. “Private clinics reference too are being taken on case-to-case but medicine is prescribed as far as possible,” Dr Phadnaik said and added that people too are avoiding visits on their own. Dr Ritesh Kalaskar, professor and HoD, Paediatric and Preventive Dentistry, said that traumatic dental injuries and swelling due to pulpal infection have been commonly reported problems in children during this lockdown period. Cases of trauma in children are mainly due to closure of schools and outdoor activities. Indian Dental Association (IDA) Nagpur president Dr Girish Bhutada said dentists are taking utmost care in emergencies. “We all are taking history and treating our patients as per ICMR guidelines. We are avoiding a few treatments to reduce the virus load in the operatory,” he said. IDA Nagpur secretary Dr Poonam Hudiya said, “We are pained at not being able to fully help our patients. Dealing with emergencies, we are keeping record of complete history of patients.” Dr Hudiya said the lockdown has dented a financial cost on dentists too. “Safety kits too have added to our operational costs. Already, dentists are struggling to pay EMIs for loans taken to set up their clinics,” she said. “We appeal to the government to provide us PPE kits and other necessary equipment,” Dr Bhutada said.||http://timesofindia.indiatimes.com//city/nagpur/despite-covid-risk-dentists-handling-all-emergencies/articleshow/75416389.cms||Sarfaraz Ahmed
April 28, 2020||Vadodara||10 new Covid cases in Anand, total 64||Vadodara/ Anand: With addition of 10 more cases, tally of Covid-19 positive cases in Anand district reached 64 on Monday. In Khambhat alone, the number of positive cases touched 47 with nine new cases recorded from Aling crossroads area, Markai Wado area, Kumarwado-Chitariwado, Rana chakla, Dantar wado, Akbarpura and Badamiya pole on Monday. All these areas are located near to Aling crossroads area which has already been declared as a containment zone. These new positive cases include four men and five women, in the age group of 19 to 65 years. In Umreth, the total number of positive cases reached nine as a 59-year-old man from Vohravad area tested positive. The day also witnessed two recoveries as 35-year-old Jitendra Rana and 21-year-old Nisha Rana, both residents of Datar Wado area of Khambhat were discharged from Anand general hospital as their repeat test came negative of COVID-19. While the number of positive cases has reached 64 in Anand district; with 16 patients getting discharged and three deaths, there are 45 active patients in the district. Of these, 19 are being treated at civil hospital, Anand; 18 at Shree Krishna Hospital, Karamsad; six at Khambhat general hospital. One patient each are being treated at N D Desai Hospital, Nadiad and S V P Hospital, Ahmedabad. One patient is on ventilator since last 48 hours while three other patients are on oxygen support. Condition of 41 other patients is stable.||http://timesofindia.indiatimes.com//city/vadodara/10-new-covid-cases-in-anand-total-64/articleshow/75415727.cms||---
April 28, 2020||Agra||Agra UP Dial 112 constable shoots wife dead in Firozabad, escapes with 3 daughters||AGRA: A UP police constable of the 2005 batch, currently posted with the UP Dial 112 unit in Agra, shot and killed his wife in neighbouring Firozabad district. The accused, Yatendra Kumar Yadav, went absconding afterwards with his three minor daughters — Akansha (10), Aarti (7) and Anya (5). According to Firozabad police, Yatendra pumped four bullets into wife Saroj’s body at the couple’s residence in Awas Vikas Colony of Shikohabad. Originally from Awapura village under Kurah police in Mainpuri district, the accused joined the UP Dial 112 unit just a month back, after he was shunted to Police Lines for six months following an FIR against him in Mathura district, in an alleged case of kidnapping of a woman to compel her into marriage. The woman later gave a statement in favour of the constable, at which, the departmental inquiry was called off. SP (rural) Rajesh Kumar said, “The accused had an extramarital affair with the Mathura-based woman. Prima facie, it seems, the accused was putting pressure on the victim to sell their house, so that he could use the money to marry the Mathura woman and settle down with her.” The newly-constructed house is registered in the name of the wife Saroj. The entire property is estimated to be worth around Rs 40-45 lakh. “There were multiple superficial injury marks on the woman’s body, suggesting the accused had tortured her before shooting her dead. Saroj’s parents claimed Yatendra often used to assault and mentally harass their daughter. Several of our teams are working on the case to track down the accused and the three kids,” added the SP (rural). Saroj’s father Ramprakash said, “Since Saturday, we were trying to contact Saroj. For the last few months, she was in deep distress, as Yatendra wanted to marry the Mathura woman. On Sunday night, Yatendra called to say Saroj was lying dead in a pool of blood.” According to sources, Saroj’s parents contacted local police who visited the victim’s house but found it locked from outside. On Monday, the parents visited the house with local police and found the body lying inside. Rajesh Kumar said, “We still don’t know when Saroj was shot dead. We are waiting for the autopsy report. Probably, Yatendra killed her on Sunday.” Yogendra Pal, the officer in-charge of Agra Dial 112, said, “Yatendra completed his last duty at 8 pm on Saturday night. On Sunday, he was absent without leave.”||http://timesofindia.indiatimes.com//city/agra/agra-up-dial-112-constable-shoots-wife-dead-in-firozabad-escapes-with-3-daughters/articleshow/75415362.cms||Arvind Chauhan
April 28, 2020||Nashik||Police conduct decoy operations to test personnel on checkpost duty||Nashik: The city police have started conducting decoy operations at nakabandi points to ensure that the police personnel and volunteers deployed are not allowing motorists to cross the said points. There are a total of 86 points in the city where checkposts have been set up by the police. A team of police personnel carries out the decoy operation at a randomly-selected nakabandi point and reports the findings to senior police officers. The personnel, travelling by private two-wheelers or cars, offer various excuses to the personnel at the checkpoints, so that they are allowed to cross. Sometimes money is offered to check if the personnel budge and fall into the trap. A senior police officer said that on Sunday, at 10 pm, a decoy operation was conducted at the Pimpalgaon Bahula sealing point on Trimbak Road to check if the police personnel deployed were allowing the motorists to cross the nakabandi point. Police inspector Seetaram Kolhe, of the crime branch, monitored the proceedings from distance and sent a decoy team comprising special police officer Rajendra Pawar, a resident Manish Raghuwanshi and two others in a multi-utility vehicle (MUV). The decoy team gave many excuses to the Satpur police personnel but they did not let the MUV pass through the point. They also made a special mention of PSI Satish Patil, ASI Prabhakar Sapkal, head constable Muktar Khan Pathan, police naiks Ramakant Siddhapure and Seetaram Vaire all from the Satpur police station. The police said that the two volunteers at the nakabandi point also did their duty perfectly and did not succumb to the pressure put by the decoy team. Police officials from the city police commisisonerate said that such operations are conducted from time to time at various points in the city.||http://timesofindia.indiatimes.com//city/nashik/police-conduct-decoy-operations-to-test-personnel-on-checkpost-duty/articleshow/75415330.cms||Santosh Sonawane
April 28, 2020||Kanpur||Two psychologists for counselling coronavirus patients||KANPUR: The state government has deployed two psychologists in the city for counselling of Covid-19 patients. District magistrate Brahmadeo Ram Tiwari said on Monday both the psychologists—Sunidha Madhesia (Mob no. 8957347053 and Sudhanshu Prakash Mishra (Mobile no. 9451363488) from Unicef, can be contacted for medical advice and for telecounselling.  The administration inspected the hotspots and also conducted an aerial survey through drones and patrolled the roads to enforce lockdown. The administration ensured the residents of the hotspot areas that the door-to-door delivery of essential commodities would continue in their areas. Nodal officer Nitin Ramesh Gokarn along with an another official visited Chakarpur Mandi on Monday morning and asked police to enforce social distancing rule effectively. .The two officers also visited the community kitchen in Sachendi and inspected cooking of food. Meanwhile, CMO, Dr Ashok Kumar Shukla at a media briefing refuted the news telecast by some media houses that as many as 53 madarassa students were found infected. Terming the news as fake, the CMO said that the reporter might have included the old cases with the newly found cases. tnn||http://timesofindia.indiatimes.com//city/kanpur/two-psychologists-for-counselling-corona-patients/articleshow/75414748.cms||Anant Chandak
April 28, 2020||Aurangabad||80 buses leave for Punjab with Sikh pilgrims stuck in Nanded||AURANGABAD: The 80 luxury buses sent by the Punjab government left with the Sikh pilgrims stranded in Nanded on Monday. The buses were escorted by the Punjab police personnel and transport officials. The pilgrims are expected to reach 14 destinations in Punjab in four days. Most of the pilgrims had come to attend the Hola Mohalla festival in Nanded. They had been stranded in the city for about a month and had been staying at the yatri niwas. “They were all eager to return home as the harvest season has started,” said Gurmeet Singh Mahajan, the gurdwara board member on Monday. “The pilgrims were provided with free accommodation and medical assistance,” he said. On Monday, the first batch of pilgrims started around 4.30 pm. It took at least four hours to see all of them off, board secretary Ravinder Singh Bungai said, and added that the pilgrims would reach Punjab in four days after crossing four states — Maharashtra, Madhya Pradesh, Rajasthan and Haryana. The Takhat Sachkhand Shri Hazur Abchalnagar Sahib, the main gurdwara of Nanded, is one of the four high seats of authority for the Sikhs and it attracts lakhs of pilgrims every year from across the world. Gurdwara president Bhupinder Singh Minhas, superintendent Gurvinder Singh Wadhva and all the gurdwara board members had been supervising the arrangements for the pilgrims return to their homes, said Ravinder Singh Modi, a senior gurdwara board functionary. Bungai told TOI that nearly 4,000 pilgrims, mainly from Punjab, had been stranded in Nanded since the lockdown began. About 1,000 pilgrims were sent home earlier in three groups. They have already reached their destinations. He said Punjab chief minister Amrinder Singh, Maharashtra CM Uddhav Thackeray, Union minister Harsimrat Kaur as well as Nanded guardian minister Ashok Chavan and the MP Pratap Chikhlikar, apart from religious leaders, made efforts to ensure that the remaining pilgrims reach their homes safely. The Punjab CM had sent 80 buses to pick up the pilgrims, Bungai said. He was all praise for Jagjit, alias Jaggu Khurana of Khurana Travels, who had earlier provided buses from his fleet to transport the pilgrims on a no-profit basis. Khurana’s services continued till the Punjab CM sent the 80 buses, Bungai said. Sant Baba Narinder Singhji and Sant Baba Balwinder Singhji of the Dera Sant Baba Nidhan Singhji, Nagina Ghat, flagged off the buses on Monday Incidentally, Nanded has reported two positive Covid-19 cases, and one of those detected a day earlier had a travel history to Punjab. However, none of the stranded pilgrims was reported positive, said Modi.||http://timesofindia.indiatimes.com//city/aurangabad/80-buses-leave-for-punjab-with-sikh-pilgrims-stuck-in-nanded/articleshow/75415390.cms||Syed Rizwanullah
April 28, 2020||Allahabad||Man who drove Covid-19 patients tests negative||PRAYAGRAJ: The man who drove two youths, who were diagnosed with novel coronavirus (Covid-19) in the city, from Mumbai to Prayagraj tested negative for the infection on Monday. On Friday, two daily wage labourers working in Mumbai tested positive for novel coronavirus in the city. The two were cousins who had set off for Prayagraj on April 19 to attend a family member’s funeral. They had been issued e-passes for the purpose. The duo had hired a driver who hailed from Kaundhiyara and reached their hometown — Kapari village in Shankargarh area — on April 22. Health department officials collected the 25-year-old’s swab sample on Sunday night for testing. Additional chief medical officer and nodal officer Dr Rishi Sahai said, “After the two youths from Kapari village tested positive for the Covid-19 on Friday last, around 300 teams of medical professionals started doing rounds of Kapari village to collect data who the youths’ came in contact with and their travel history.” “The village in Shankagarh has been declared a hotspot and is being sanitised. The health department is conducting a medical examination of over 4,000 families living in the locality,” Sahai added. “A group of 191 persons who had came in contact with the infected youths has been quarantined in four guest houses in the city. Their samples would be collected after April 30,” he added. The two youths had also visited several places in Kapari village after returning from Mumbai along with a friend. On Saturday, around 50 cops and administrative staff posted at Kaundhiyara police station were quarantined as the youths’ friend had also visited the thana. A 37-year-old man from Shivkuti area also tested positive for novel coronavirus on Friday. The man had travelled in a train coach along with another Covid-19 positive patient. The three patients are currently undergoing treatment at Covid-19 Level One Hospital in Kotwa.||http://timesofindia.indiatimes.com//city/allahabad/man-who-drove-covid-19-patients-tests-negative/articleshow/75414724.cms||---
April 28, 2020||Nashik||Trainee doctor, 5 others test positive in district||Nashik: A 27-year-old trainee doctor, who was directly involved in treating Covid-19 patients, and four high-risk contacts of a coronavirus patient from Yeola taluka have tested positive in Nashik district for the contagion. Meanwhile, the results of 440 samples — except one person from Malegaon who tested positive — came negative. Including the Malegaon patient, six individuals tested positive in the district. The district now has 148 Covid positive patients, 124 of whom are from Malegaon. The doctor who tested positive and hails from Surgana is a resident of Vrundavan Nagar of Mhasrul in Nashik city limits and the NMC sealed the area. “One of the doctors in our team has tested positive for Covid-19. There are chances that anyone can commit a mistake inadvertently and contract the disease,” civil surgeon Suresh Jagdale told TOI on Monday. Sources in the NMC health departent said that three teams of health officials conducted door-to-door survey of 72 houses, covering a population of 272. One high-risk contact was traced during the survey and isolated in the hospital. “A swab sample of the high-risk contact has been sent for testing.” The authorities in the civil hospital, meanwhile, urged all the medical staff and officials to remind themselves about the standard procedures to be followed and protective measures taken while treating Covid patients. “The entire staff has been given training in how to handle the coronavirus cases. We remind them to follow safety measures,” said a health official. Four patients discharged in Malegaon Four Covid-positive patients recovered in Malegaon and discharged, taking the total numbers recoveries to seven so far in the town. Agriculture minister Dada Bhuse, district collector Suraj Mandhare, superintendent of police Arti Singh, assistant civil surgeon Hitesh Mahale were present at the time of discharge of the four patients. “This is a good sign that patients are being discharged on the occasion of Akshay Tritiya and Ramzaan. People should come forth and reveal health issues so that they can be treated quickly,” said Dada Bhuse. “Twenty-seven other patients have recovered and are likely to be discharged in a couple of days. The efforts gone into treating the patients are yielding results and we will see a wave of patients being discharged from hospital,” said Mandhare. The four patients who recovered include a 46-year-old man from Kamalpura and another 53-year-old man from Mominpura, both of whom had tested positive on April 7. The others discharge are a 27-year-old man from Mahevi Nagar and a 50-year-old woman from Nayapura, both of whom had tested positive on April 8 The patients were all praise for Dr Mahale for taking personal care of the elderly patients. Mandhare handed over a letter of appreciation to the doctor.||http://timesofindia.indiatimes.com//city/nashik/trainee-doctor-5-others-test-positive-in-district/articleshow/75415384.cms||Abhilash Botekar
April 28, 2020||Chennai||Behind the veil, it’s a raw deal for sanitary workers in Chennai||CHENNAI: They were showered with flowers and praise multiple times during the lockdown. But there’s little going in their favour behind the scenes. Greater Chennai Corporation’s 20,000-plus workforce of conservancy and healthcare workers are the frontline warriors in the battle against Covid-19, but their anxiety varies right from contracting the infection to even the daily supply of food. For instance, in GCC limits at least 10 workers including conservancy, domestic breeding checker (DBC) and door-to-door survey workers have tested positive for the virus. However, GCC is yet to officially announce how many have been tested and the methodology. “We have tested around 500,” Madhusudhan Reddy, joint commissioner (health) of the civic body, told TOI. Health department sources say across the state, around 60-70 frontline workers in local bodies have tested positive. “There should be greater transparency,” said Babu Manikraj, president of a GCC workers union, affiliated to the DMK. Several complaints have also come up pertaining to the food supplied to the 18,000 conservancy workers in the city. Everyday, the civic body has made a budgetary allocation of Rs 20 lakh so that all the conservancy workers in the city get good food at least twice a day and Rs 100 has to be spent on every worker. This includes permanent, temporary, those employed under National Urbal Livelihood Mission (NULM) and the DBC workers. Of them, 20% of workers are considered to be absent each day. However, multiple reports from areas across the city show that conservancy workers are being taken for a ride. For instance, in many zones, the workers are asked to have their breakfast and lunch at Amma canteens, where food is free. “We sweep the roads without breakfast under the hot sun. How can we walk up to Amma canteens which is a km away,” said a conservancy worker in zone 9, Teynampet. On Monday, workers circulated videos of a hotel in Tondiarpet (zone 4), where food for them was packed by the hotel staff not wearing gloves or mask. Courtesy, a tie-up with the local GCC officials. C Srinivasulu, general secretary of the red flag union of GCC workers, said only in Manali zone was Rs 100 spent on every worker, that too only for a week. “We have raised these complaints with senior officials,” he said. Reddy told TOI that such complaints would be taken up and rectified immediately.||http://timesofindia.indiatimes.com//city/chennai/behind-the-veil-its-a-raw-deal-for-sanitary-workers/articleshow/75416382.cms||Siddharth Prabhakar
April 28, 2020||Kolhapur||Meeting of civic panels to be held online||Kolhapur: The Kolhapur Municipal Corporation (KMC) has has decided to conduct the meetings of its various panels through video conferencing. Ever since the lockdown has been imposed the meetings of the various civic panels, including the standing, transport and women and child welfare committees, are not taking place. Each panel has around 16 members and they cannot be accommodated in the existing meeting halls considering the physical distancing rules. A couple of days ago an urgent meeting of the standing committee was called by inviting only six members. The meeting was called to clear all the proposals related to management of Covid-19. Proposals like releasing of funds to develop Covid-19-related infrastructure at KMC's Dwarkanath Kotnis Isolation Hospital and buying four new tractors fitted with the spraying machines for carrying out the disinfection drive were cleared during the meeting. Since the meeting is also attended by officials from various departments it is not possible to maintain physical distancing in the limited space. Sandip Kawale, chairman of the standing committee said, "We have found that there is a need for regular meetings for each committee to get the ideas and proposals approved. Some of the proposals suggested by the administration requires the sanctioning of the committee. The administration has been asked to set up the infrastructure to hold the meetings online. We have learned that it is already being done by many other civic bodies, governments and administration." Kawale said that the number of corporators required for maintaining quorum is six. The next meeting is scheduled for Friday and the lockdown will still be into effect. Also, there are reports doing rounds claiming that the lockdown in the state is likely to be extended. "Monsoon is just a month away and we have to ensure all the preparations are in place. However without our inputs the preparations will not be complete. The online meetings with the officials by staying at home will help us provide the necessary inputs," Kawale said.||http://timesofindia.indiatimes.com//city/kolhapur/meeting-of-civic-panels-to-be-held-online/articleshow/75415367.cms||---
April 28, 2020||Nagpur||With no flights, 8 Myanmar TJs to stay put at MLA Hostel||Nagpur: Eight Myanmar-based Tablighi Jamaatis (TJs) who have been quarantined at the MLA hostel since April 3 will stay there, as there is no other place they can be sent, said district collector Ravindra Thakare. Traced and quarantined following orders of the Ministry of Home Affairs, all eight had tested negative and were supposed to be discharged after 14 days, i.e. on April 17. “There are no international flights, so where will they go during the ongoing lockdown. I have decided to keep them there for some time until there is clarity on the matter,” the collector said. The Myanmar TJs — four men and four women, were booked by Tehsil police for violating Foreigners Act and the visa conditions by undertaking religious preachings while being in India on a tourist visa. After the offence was registered, however, all eight were quarantined at MLA hostel. Meanwhile, Tehsil police were investigating the case and are now preparing to file a charge sheet before court. “The investigation in the case is almost complete and we will be submitting a charge sheet in the coming four to five days,” said senior police inspector of Tehsil police station. All the eight Myanmar citizens were camping in the city since March 7. While the women were living at local contacts’ homes, the men were living in mosques.||http://timesofindia.indiatimes.com//city/nagpur/with-no-flights-8-myanmar-tjs-to-stay-put-at-mla-hostel/articleshow/75416414.cms||---
April 28, 2020||Kanpur||Hindu man donates blood to save Muslim kidney patient when relatives back off||KANPUR: When relatives of Shahana Begum (55), a kidney patient, backed off when she was in dire need of blood transfusion, citing coronavirus lockdown, a Hindu man from the city chose humanity over religion for a noble cause. Abhimanyu Gupta (35), a lawyer and social activist, and a resident of Cantt area, received a call from Shahana’s Farrukhabad-based son Shaizy, who requested him to help save his mother’s life as she had to undergo dialysis and was in dire need of two units of blood. Setting a perfect example of religious harmony and humanity, Abhimanyu donated blood to save the life of the Muslim woman without giving a second thought. On late Sunday night, Abhimanyu, who is socially active and popular on social media, received a call about a Muslim woman with Army background in need of blood. “I got a call from woman’s son Shaizy who requested me to help arrange blood for his ailing mother. Next morning, I tried to find donors, but could not find any. No donors were available, so finally, I decided to donate the blood myself,” Abhimanyu told TOI. He immediately rushed to Seven Air Force hospital where Shahana was to undergo dialysis. “We had tears in our eyes, when even few of my relatives refused to donate blood to my mother at the last moment, and there was almost no hope left,” said Shaizy. “That’s when someone suggested that we should try to contact Kanpur-based lawyer-cum social activist Abhimanyu Gupta,” he added. “I had almost lost all hopes when this man came as Allah’s farishta (God’s angel) amid the lockdown,” said Shahana. “If I get an opportunity in my life, I will not hesitate to donate blood but also even my organ to save a person from different religion,” she said. The act of Abhimanyu earned praise on social media. “The example of humanity and brotherhood he has presented is commendable,” said a social media user in his post. Ever since nationwide lockdown was announced last month, Abhimanyu has been helping those in distress due to the pandemic.||http://timesofindia.indiatimes.com//city/kanpur/hindu-man-donates-blood-to-save-muslim-kidney-patient-when-relatives-back-off/articleshow/75414815.cms||Faiz Rahman Siddiqui
April 28, 2020||Kanpur||No Covid-19 case in Ghatampur in last three weeks||KANPUR: Due to active cooperation of officers, the infected persons and local residents, the Ghatampur town in Kanpur Nagar district has not recorded any new coronavirus case in the last three weeks though the township was in red zone with two hotspots. Two secondary cases, which were in contact with the Jamaatis, were found negative in the second report. According to authorities, out of several Jamaatis nabbed by the police in Baripal town of the tehsil, three of them were found to be coronavirus infected. A father and son of Ghatampur , who had come in contact with them, were found positive on April 4. The officials declared Katra, Pachkhura, Hafizpur, Kaziana, Sheikhwada, Shivpuri West and Baripal town as hotspots, they said.  Executive officer of Ghatampur nagarpalika Umesh Kumar is getting the area cleaned and sanitized three times in a day besides spreading anti-larva medicines in drains and fogging in hotspot areas. The health department after conducting door-to-door survey through Asha workers, ANMs and paramedical staff, identified the primary and secondary contacts and people who had returned from foreign countries. Dr Kailash Chandra of Ghatampur community health centre told mediapersons that that he had received information about four foreigners returnees who were home quarantined. “In the beginning, three Jamaatis and two of their contacts were found infected. Later, 124 samples were tested and luckily none found corona positive”, he added.||http://timesofindia.indiatimes.com//city/kanpur/no-covid-19-case-in-ghatampur-in-last-3-weeks/articleshow/75414783.cms||Anant Shekher Misra
